# Empirical line peaks (argon + neon + xenon)
#------------------------------------------------------------------------------
8954.71 35814.5859375
9047.93 247278.28125
9125.4712 450000.0
9165.17 441950.875
9227.0306 450000.0
9303.41 55414.125
9356.7866 80862.1015625
9427.97 41554.4765625
9461.81 32689.54296875
9489.28 30180.08203125
9515.99 70231.3515625
9536.78 59211.578125
9660.4349 450000.0
9720.83 53182.421875
9797.80 450000.0
9925.92 450000.0
10054.7963 25253.421875
10110.11 43721.3828125
10253.88 19787.0859375
10298.24 16343.9814453125
10335.5558 18309.796875
10472.9222 450000.0
10530.74 50665.1171875
10565.3 63338.578125
10623.57 19471.015625
10676.4898 286851.8125
10702.02 26453.6796875
10761.81 21066.9453125
10801.0 69193.875
10841.31 411572.90625
10883.9231 27000.0
10898.31 27000.0
10953.7273 20953.0
11023.9 10305.7392578125
11047.02 10848.001953125
11081.9033 49909.5703125
11146.07 110317.296875
11180.59 208742.96875
11312.66 10297.650390625
#------------------------------------------------------------------------------
14646.3839 70371.3046875
14736.8369 250379.40625
14790.104 10416.796875
14881.0296 8460.8896484375
14978.662 10084.8994140625
15050.6179 228551.90625
15176.8355 65657.5703125
15234.88 69944.703125
15306.0653 79286.640625
15411.81 111228.09375
15495.2 10118.59765625
15560.5411 11192.8115234375
15739.2066 9208.2578125
15821.0956 23068.111328125
15904.0309 31874.6171875
15983.9 90989.6875
16057.68 52662.171875
16127.063 27500.89453125
16184.4406 23008.484375
16268.511 10729.1171875
16351.39 22902.953125
16524.3783 80154.484375
16732.73 82836.65625
16887.68 22142.77734375
16945.2121 450000.0
17214.704 29000.9375
17330.5 39073.8671875
17449.6662 37869.21875
17828.8578 16172.994140625
17919.6186 253851.859375
18040.74 21179.22265625
18088.12 46803.3046875
18229.025 28460.462890625
18287.61 192162.875
18394.96 119000.0
18427.43 108000.0
18463.68 20914.9765625
18596.62 106043.5
18793.2762 20196.96484375
19582.455 14426.88671875
19822.9091 30424.56640625
19971.1802 30446.7109375
20031.1309 10421.67578125
20074.4052 6838.97021484375
20192.7 8691.5283203125
20267.78 123707.40625
20322.5535 20007.13671875
20621.8566 171173.0
20739.2201 10379.005859375
20816.7131 9162.1162109375
20910.236 6233.5244140625
20991.8387 97860.9375
21047.013 19377.751953125
21225.461 4329.8330078125
21338.7089 10512.7646484375
21475.961 16214.3193359375
21540.0839 31292.1796875
21584.087 4761.22314453125
21714.039 22523.6015625
22045.5774 12292.3701171875
22083.2076 33237.75
22177.292 4213.98681640625
22253.432 8771.294921875
22434.265 6805.50732421875
22536.528 16794.15234375
22667.971 5001.935546875
23199.67 17785.869140625
23266.619 11979.513671875
23379.343 26079.34375
23571.764 11444.578125
23642.934 34241.7109375
23715.599 21217.255859375
23851.537 16191.9296875
23962.964 28165.46875
